"InvoiceNo","CustomerID","InvoiceDate","Quantity","UnitPrice","Country"
"INV101814","C00217","2025-04-11 06:48:00","3","140.22","Portugal"
"INV101815","C00234","2025-03-29 11:00:00","2","47.89","Portugal"
"INV101816","C00333","2025-12-03 14:10:00","1","149.25","Italy"
"INV101817","C00414","2025-12-25 06:30:00","5","124.3","EIRE"
"INV101818","C00492","2025-04-01 05:19:00","4","35.39","France"
"INV101819","C00111","2025-07-14 17:57:00","1","63.51","Italy"
"INV101820","C00492","2025-12-28 01:59:00","3","8.79","Portugal"
"INV101821","C00407","2026-02-12 19:18:00","9","171.46","Belgium"
"INV101822","C00149","2025-04-13 00:01:00","2","148.8","Italy"
"INV101823","C00343","2025-05-26 06:47:00","3","49.66","Belgium"
"INV101824","C00063","2025-03-17 01:46:00","5","47.79","Spain"
"INV101825","C00424","2025-12-25 18:11:00","6","190.07","Netherlands"
"INV101826","C00218","2026-03-17 09:23:00","9","187.03","United Kingdom"
"INV101827","C00398","2026-03-04 20:49:00","5","109.1","Germany"
"INV101828","C00021","2026-01-06 11:17:00","6","195.12","Germany"
"INV101829","C00033","2025-02-08 03:31:00","9","164.42","Portugal"
"INV101830","C00243","2025-03-01 09:37:00","9","191.39","Belgium"
"INV101831","C00015","2025-07-27 20:13:00","8","142.9","Portugal"
"INV101832","C00228","2025-09-09 23:50:00","5","159.14","Belgium"
"INV101833","C00446","2026-01-05 05:22:00","8","108.37","Belgium"
"INV101834","C00474","2025-01-11 12:15:00","1","76.32","EIRE"
"INV101835","C00469","2025-06-12 11:58:00","8","114.27","Spain"
"INV101836","C00079","2025-05-30 21:32:00","2","113.64","United Kingdom"
"INV101837","C00204","2025-01-24 23:46:00","1","127.85","France"
"INV101838","C00135","2025-01-05 12:34:00","2","72.99","Spain"
"INV101839","C00319","2026-02-15 03:44:00","6","177.51","Italy"
"INV101840","C00316","2025-07-13 07:06:00","4","125.5","Italy"
"INV101841","C00169","2025-01-01 13:00:00","9","108.9","Portugal"
"INV101842","C00172","2025-02-11 09:13:00","6","186.25","Portugal"
"INV101843","C00214","2026-01-10 00:45:00","4","28.67","Spain"
"INV101844","C00140","2025-11-07 17:05:00","7","30.26","Italy"
"INV101845","C00322","2025-04-25 03:33:00","7","117.05","Belgium"
"INV101846","C00201","2026-01-16 15:49:00","7","155.66","Germany"
"INV101847","C00250","2025-11-30 11:38:00","9","193.77","EIRE"
"INV101848","C00202","2025-11-27 10:54:00","8","126.47","United Kingdom"
"INV101849","C00118","2025-02-27 13:45:00","5","169.65","Germany"
"INV101850","C00336","2025-11-02 04:17:00","2","181.49","Spain"
"INV101851","C00192","2025-07-06 02:31:00","2","10.67","Spain"
"INV101852","C00398","2025-04-29 04:02:00","6","34.11","United Kingdom"
"INV101853","C00291","2026-03-01 06:19:00","8","189.66","Netherlands"
"INV101854","C00439","2025-01-08 06:22:00","6","66.84","Belgium"
"INV101855","C00202","2025-06-24 12:16:00","1","170.8","Netherlands"
"INV101856","C00287","2026-03-08 07:26:00","6","78.98","Italy"
"INV101857","C00431","2025-12-18 07:26:00","4","11.78","Netherlands"
"INV101858","C00219","2025-02-11 08:05:00","9","153.62","Spain"
"INV101859","C00329","2025-05-31 00:58:00","6","41.78","Portugal"
"INV101860","C00305","2025-05-01 07:31:00","2","19.37","Netherlands"
"CINV101861","C00300","2025-05-11 05:20:00","7","89.95","Netherlands"
"INV101862","C00047","2025-02-17 02:31:00","6","115.95","Germany"
"INV101863","C00477","2025-07-09 17:25:00","1","105.45","Belgium"
"INV101864","C00432","2026-03-17 14:16:00","6","88.23","Netherlands"
"INV101865","C00095","2026-01-25 18:41:00","8","72.71","Germany"
"INV101866","C00182","2025-08-13 03:02:00","4","26.95","Belgium"
"INV101867","C00119","2025-10-25 00:44:00","5","68.12","France"
"INV101868","C00147","2025-06-09 05:56:00","1","181.16","United Kingdom"
"INV101869","C00475","2025-09-04 00:17:00","4","2.42","Italy"
"INV101870","C00309","2025-11-06 23:07:00","2","133.95","Germany"
"INV101871","C00066","2025-10-07 03:22:00","1","133.11","Italy"
"INV101872","C00161","2025-10-14 00:36:00","3","88.87","Germany"
"INV101873","C00168","2025-08-23 14:32:00","2","139.74","France"
"INV101874","C00091","2026-02-03 21:02:00","2","47.26","United Kingdom"
"INV101875","C00380","2025-04-18 02:00:00","4","148.03","Netherlands"
"INV101876","C00067","2025-11-19 13:11:00","8","29.75","Portugal"
"INV101877","C00440","2025-04-15 18:35:00","1","182.74","EIRE"
"INV101878","C00080","2025-02-09 22:00:00","5","160.32","Belgium"
"INV101879","C00453","2026-01-05 04:58:00","1","85.69","Netherlands"
"INV101880","C00469","2025-03-28 15:56:00","8","74.62","Portugal"
"INV101881","C00174","2025-07-12 05:51:00","3","13.23","Portugal"
"INV101882","C00353","2025-05-24 08:56:00","6","53.79","Netherlands"
"INV101883","C00258","2025-11-17 06:35:00","9","178.51","EIRE"
"INV101884","C00110","2025-10-12 00:18:00","9","168.34","EIRE"
"INV101885","C00359","2025-09-29 20:20:00","4","30.5","Italy"
"INV101886","C00211","2025-06-09 03:06:00","6","174.74","EIRE"
"INV101887","C00037","2026-01-23 10:50:00","8","199.33","France"
"INV101888","C00265","2025-10-11 23:25:00","6","171.2","Spain"
"INV101889","C00065","2025-03-24 23:31:00","4","131.68","Belgium"
"INV101890","C00211","2025-02-21 02:10:00","2","80.23","Germany"
"INV101891","C00468","2025-09-26 20:08:00","3","4.92","Italy"
"INV101892","C00034","2025-06-16 05:05:00","5","2.37","United Kingdom"
"INV101893","C00131","2025-12-20 23:29:00","4","184.22","Italy"
"INV101894","C00024","2026-01-13 13:59:00","3","99.69","EIRE"
"INV101895","C00346","2025-08-02 17:00:00","1","46.51","United Kingdom"
"INV101896","C00381","2025-04-05 00:43:00","2","48.45","United Kingdom"
"INV101897","C00366","2026-03-28 12:14:00","3","154.33","Germany"
"INV101898","C00032","2025-06-18 18:36:00","1","170.18","France"
"INV101899","C00179","2026-02-09 16:57:00","8","159.2","Portugal"
"INV101900","C00047","2025-05-16 20:39:00","3","2.51","Belgium"
"INV101901","C00073","2026-02-05 09:42:00","2","22.54","France"
"INV101902","C00419","2025-05-20 09:37:00","1","100.05","Spain"
"INV101903","C00435","2025-04-13 21:15:00","4","112.16","Spain"
"INV101904","C00291","2025-11-10 03:27:00","8","13.01","EIRE"
"INV101905","C00014","2025-01-23 08:51:00","6","152.81","France"
"INV101906","C00356","2025-12-04 17:37:00","6","18.95","Germany"
"INV101907","C00169","2025-02-25 13:48:00","5","57.87","Spain"
"INV101908","C00046","2025-04-07 08:05:00","7","48.77","France"
"INV101909","C00013","2025-04-10 06:04:00","3","179.55","Italy"
"INV101910","C00140","2026-02-01 16:02:00","8","130.4","Portugal"
"INV101911","C00154","2025-04-21 06:51:00","2","175.58","Italy"
"INV101912","C00203","2025-08-11 20:20:00","2","50.88","Belgium"
"INV101913","C00350","2026-01-08 00:35:00","6","171.08","Germany"
"INV101914","C00243","2025-09-28 20:39:00","3","184.91","France"
"INV101915","C00486","2025-05-07 14:42:00","3","138.09","Italy"
"INV101916","C00468","2025-10-25 23:13:00","9","173.6","France"
"INV101917","C00185","2025-04-14 17:24:00","4","55.47","Belgium"
"INV101918","C00075","2025-12-01 09:20:00","8","79.9","EIRE"
"INV101919","C00458","2026-03-17 15:16:00","5","151.52","Netherlands"
"INV101920","C00435","2026-03-10 12:44:00","7","181.32","EIRE"
"INV101921","C00075","2025-01-17 21:29:00","1","137.6","Spain"
"INV101922","C00373","2026-01-02 20:09:00","6","135.24","Portugal"
"INV101923","C00137","2025-06-08 20:13:00","2","146.1","Portugal"
"INV101924","C00121","2025-05-05 12:58:00","2","168.08","Germany"
"INV101925","C00189","2025-12-07 09:11:00","8","179.56","Germany"
"INV101926","C00180","2025-11-14 17:28:00","8","2.1","France"
"INV101927","C00106","2025-04-11 00:46:00","9","181.05","United Kingdom"
"CINV101928","C00285","2025-01-08 23:24:00","5","122.2","Netherlands"
"INV101929","C00414","2025-04-25 21:05:00","1","97.47","Italy"
"INV101930","C00456","2025-12-18 00:48:00","4","1.79","France"
"INV101931","C00492","2025-12-12 22:27:00","3","117.25","United Kingdom"
"INV101932","C00396","2025-11-11 12:28:00","9","69.74","Italy"
"INV101933","C00336","2025-10-24 06:12:00","4","49.28","Netherlands"
"INV101934","C00247","2025-05-17 22:52:00","6","28.84","Portugal"
"INV101935","C00162","2025-06-08 13:29:00","6","171.33","EIRE"
"INV101936","C00493","2026-02-05 07:31:00","5","63.64","Germany"
"INV101937","C00004","2025-10-08 20:35:00","5","39.29","United Kingdom"
"INV101938","C00366","2026-01-04 10:36:00","7","140.13","United Kingdom"
"INV101939","C00205","2025-02-27 10:43:00","6","141.1","United Kingdom"
"INV101940","C00379","2025-08-19 23:28:00","7","86.65","Italy"
"INV101941","C00361","2025-01-09 10:24:00","8","159.38","Italy"
"INV101942","C00391","2025-11-03 22:48:00","9","33.6","EIRE"
"INV101943","C00185","2025-06-08 05:21:00","3","67.77","Belgium"
"INV101944","C00253","2026-01-06 16:17:00","4","15.99","Italy"
"INV101945","C00461","2025-04-19 04:08:00","5","169.35","Netherlands"
"INV101946","C00487","2026-01-17 05:50:00","1","1.67","Belgium"
"INV101947","C00400","2025-06-23 14:00:00","4","3.68","United Kingdom"
"INV101948","C00006","2025-03-03 09:26:00","3","36.86","France"
"INV101949","C00340","2025-09-14 06:24:00","9","59.54","United Kingdom"
"INV101950","C00194","2025-11-16 11:59:00","5","163.05","Spain"
"CINV101951","C00132","2026-01-04 23:28:00","5","106.8","Portugal"
"INV101952","C00142","2026-02-21 15:17:00","9","144.48","Netherlands"
"INV101953","C00228","2026-03-17 07:36:00","4","124.7","Belgium"
"INV101954","C00401","2025-11-08 23:09:00","6","171.81","Spain"
"INV101955","C00337","2026-03-20 03:23:00","2","72.38","Spain"
"INV101956","C00173","2025-10-04 08:25:00","8","111.81","EIRE"
"INV101957","C00356","2025-01-12 19:36:00","3","133.85","France"
"INV101958","C00352","2026-03-30 04:24:00","4","9.83","Belgium"
"INV101959","C00025","2025-03-13 22:55:00","8","98.36","Belgium"
"INV101960","C00285","2026-02-17 20:28:00","8","24.46","France"
"INV101961","C00095","2025-11-15 08:03:00","3","65.93","EIRE"
"INV101962","C00416","2025-10-08 14:45:00","2","40.73","Spain"
"INV101963","C00073","2025-07-30 21:47:00","4","156.47","Netherlands"
"INV101964","C00014","2025-09-24 13:35:00","3","69.38","Germany"
"INV101965","C00304","2025-10-14 13:42:00","2","135.23","France"
"INV101966","C00413","2025-06-23 18:47:00","5","196.73","Italy"
"INV101967","C00462","2025-01-04 00:50:00","4","84.4","EIRE"
"INV101968","C00093","2025-09-06 17:59:00","8","193.47","Netherlands"
"INV101969","C00160","2025-08-12 06:14:00","5","5.96","France"
"INV101970","C00058","2025-03-01 14:53:00","1","143.61","France"
"INV101971","C00152","2025-07-22 17:57:00","8","187.52","Belgium"
"INV101972","C00025","2026-03-29 01:07:00","7","69.11","France"
"INV101973","C00244","2025-04-18 04:36:00","2","48.79","Netherlands"
"INV101974","C00121","2026-01-06 20:36:00","8","144.65","EIRE"
"INV101975","C00338","2025-06-17 13:37:00","5","48.22","France"
"INV101976","C00238","2025-07-15 11:41:00","1","182.74","Belgium"
"INV101977","C00451","2025-12-26 15:56:00","2","33.4","Germany"
"INV101978","C00268","2025-12-08 10:20:00","3","198.97","Germany"
"INV101979","C00381","2026-03-08 22:16:00","9","26.61","Portugal"
"INV101980","C00371","2025-05-22 02:14:00","2","148.26","Belgium"
"INV101981","C00414","2025-04-27 22:25:00","8","55.37","Netherlands"
"CINV101982","C00306","2025-08-27 21:07:00","8","18.85","France"
"INV101983","C00131","2025-05-24 21:16:00","2","128.53","United Kingdom"
"INV101984","C00081","2025-12-05 13:47:00","2","62.77","Spain"
"INV101985","C00083","2025-06-01 16:30:00","8","182.13","Italy"
"INV101986","C00479","2025-07-10 07:19:00","2","128.77","Portugal"
"INV101987","C00079","2026-02-12 16:07:00","5","155.03","Spain"
"INV101988","C00198","2025-08-23 15:00:00","1","69.31","Netherlands"
"INV101989","C00285","2025-11-26 17:10:00","7","3.43","EIRE"
"INV101990","C00406","2025-08-02 19:04:00","4","3.93","Spain"
"INV101991","C00071","2025-05-09 16:49:00","4","97.35","Portugal"
"INV101992","C00052","2025-09-27 21:27:00","1","48.22","France"
"INV101993","C00157","2025-03-25 21:15:00","5","55.26","Portugal"
"INV101994","C00160","2025-05-01 21:08:00","6","136.01","Spain"
"INV101995","C00473","2025-05-11 17:35:00","9","30.63","France"
"INV101996","C00189","2025-10-07 19:43:00","7","151.17","Spain"
"INV101997","C00254","2025-01-08 19:27:00","5","156.12","France"
"INV101998","C00302","2025-07-09 09:41:00","6","14.97","Germany"
"INV101999","C00257","2026-01-26 14:45:00","6","75.88","Spain"
"INV102000","C00027","2025-09-15 23:34:00","6","25.27","United Kingdom"
"INV102001","C00258","2025-07-10 04:35:00","8","101.81","Belgium"
"INV102002","C00018","2025-10-30 03:35:00","6","41.65","Spain"
"INV102003","C00027","2025-11-21 03:31:00","6","5.77","EIRE"
"INV102004","C00499","2025-12-10 03:25:00","3","155.41","Portugal"
"INV102005","C00017","2026-02-25 17:03:00","9","116.31","United Kingdom"
"INV102006","C00039","2026-03-11 14:32:00","2","37.51","Spain"
"INV102007","C00170","2025-09-15 16:57:00","7","149.5","United Kingdom"
"INV102008","C00465","2026-01-04 11:10:00","7","29.16","France"
"INV102009","C00277","2025-04-05 10:27:00","8","83.83","Italy"
"INV102010","C00363","2025-01-06 18:44:00","8","171.33","Belgium"
"INV102011","C00258","2025-12-07 01:38:00","8","140.3","Spain"
"INV102012","C00403","2026-02-25 09:57:00","4","142.51","EIRE"
"INV102013","C00019","2025-08-28 04:56:00","4","186.72","United Kingdom"
"INV102014","C00028","2025-07-10 16:58:00","9","91.34","Germany"
"INV102015","C00366","2025-04-05 05:42:00","1","152.09","Portugal"
"INV102016","C00229","2025-11-19 05:10:00","9","57.68","Portugal"
"INV102017","C00383","2025-03-04 16:34:00","7","23.03","Italy"
"INV102018","C00303","2025-12-31 03:23:00","4","14.25","Netherlands"
"INV102019","C00017","2026-03-25 11:01:00","6","51.56","France"
"INV102020","C00118","2025-12-03 07:50:00","1","17.26","Portugal"
"INV102021","C00040","2026-01-14 19:34:00","7","115.51","Portugal"
"INV102022","C00395","2025-11-15 10:30:00","4","134.88","EIRE"
"INV102023","C00068","2025-03-26 13:57:00","2","123.94","Portugal"
"INV102024","C00333","2025-04-13 18:39:00","3","76.84","EIRE"
"INV102025","C00344","2025-03-16 08:31:00","8","6.67","Netherlands"
"INV102026","C00134","2025-10-20 05:56:00","5","100.04","EIRE"
"INV102027","C00064","2025-07-29 04:27:00","5","8.33","Italy"
"INV102028","C00109","2025-11-22 20:46:00","5","5.31","Spain"
"INV102029","C00360","2026-01-19 14:50:00","1","139.86","Portugal"
"INV102030","C00042","2025-12-26 23:01:00","7","173.69","Portugal"
"INV102031","C00400","2025-11-28 05:46:00","3","2.09","Portugal"
"INV102032","C00135","2026-01-12 01:15:00","9","139.11","Belgium"
"INV102033","C00315","2025-07-28 04:55:00","4","43.25","Italy"
"INV102034","C00220","2025-06-28 20:10:00","4","6.06","Belgium"
"INV102035","C00218","2025-07-26 09:41:00","4","40.53","EIRE"
"INV102036","C00319","2025-07-24 19:39:00","7","72.95","Spain"
"INV102037","C00479","2025-09-03 13:18:00","4","71.39","Germany"
"INV102038","C00178","2025-09-12 10:34:00","1","12.02","Italy"
"INV102039","C00311","2025-05-16 20:27:00","6","188.31","Belgium"
"INV102040","C00091","2025-10-19 08:52:00","9","139.73","Italy"
"INV102041","C00486","2026-03-16 13:02:00","4","58.75","Italy"
"INV102042","C00006","2025-02-05 15:40:00","9","10.89","Italy"
"INV102043","C00120","2025-02-17 09:45:00","3","81.35","EIRE"
"INV102044","C00299","2025-05-09 11:43:00","1","104.84","France"
"CINV102045","C00062","2026-03-06 12:25:00","4","162.5","EIRE"
"INV102046","C00230","2025-12-08 23:16:00","3","133.82","Portugal"
"INV102047","C00256","2026-02-11 16:48:00","2","125.01","EIRE"
"INV102048","C00214","2025-06-11 06:02:00","9","32.84","EIRE"
"INV102049","C00121","2025-11-30 17:40:00","8","19.55","Belgium"
"INV102050","C00132","2025-01-31 20:07:00","3","178.2","Spain"
"INV102051","C00224","2025-08-20 20:05:00","7","193.99","Portugal"
"CINV102052","C00022","2025-12-22 07:06:00","9","46.74","Belgium"
"INV102053","C00250","2025-02-11 03:42:00","9","158.34","United Kingdom"
"INV102054","C00184","2026-02-16 00:59:00","1","43.2","Netherlands"
"INV102055","C00447","2025-04-06 09:57:00","5","60.13","France"
"INV102056","C00443","2025-08-14 05:38:00","4","75.1","United Kingdom"
"INV102057","C00151","2026-03-29 05:47:00","8","114.36","Belgium"
"INV102058","C00230","2025-03-29 14:33:00","3","101.79","France"
"INV102059","C00464","2026-01-31 09:23:00","9","130.03","Belgium"
"INV102060","C00010","2025-05-04 13:28:00","2","85.82","Spain"
"CINV102061","C00386","2025-05-20 05:59:00","5","90.46","France"
"INV102062","C00496","2025-06-11 19:06:00","7","85.45","France"
"INV102063","C00339","2026-03-26 11:32:00","7","127.92","France"
"INV102064","C00432","2026-02-24 04:02:00","3","120.65","France"
"INV102065","C00252","2025-05-13 15:44:00","7","38.77","Netherlands"
"INV102066","C00172","2025-05-09 15:42:00","2","193.08","Netherlands"
"INV102067","C00375","2026-01-30 07:37:00","5","13.6","France"
"INV102068","C00203","2025-09-07 16:40:00","2","21.12","United Kingdom"
"INV102069","C00342","2025-01-02 15:59:00","8","13.85","Portugal"
"INV102070","C00280","2025-08-25 00:44:00","5","129.2","Italy"
"INV102071","C00382","2025-12-06 08:35:00","8","169.88","EIRE"
"INV102072","C00046","2025-05-14 17:33:00","2","2.32","Spain"
"INV102073","C00196","2025-03-08 02:36:00","5","188.13","Portugal"
"INV102074","C00335","2026-01-28 06:00:00","4","181.66","Netherlands"
"INV102075","C00389","2025-11-11 02:02:00","8","43.14","United Kingdom"
"INV102076","C00154","2026-03-20 06:43:00","2","92.64","Portugal"
"INV102077","C00045","2025-02-07 21:35:00","1","11.47","France"
"INV102078","C00476","2026-03-03 13:51:00","8","169.54","France"
"INV102079","C00002","2025-05-16 03:22:00","6","17.64","Spain"
"INV102080","C00096","2025-06-06 00:21:00","2","107.61","Spain"
"INV102081","C00270","2025-07-30 00:39:00","4","153.88","Germany"
"INV102082","C00182","2025-11-19 20:16:00","4","33.5","Germany"
"INV102083","C00483","2025-02-16 21:06:00","5","115.22","Spain"
"INV102084","C00403","2026-02-20 22:52:00","4","62.49","Spain"
"INV102085","C00323","2025-02-10 03:46:00","7","188.01","Portugal"
"INV102086","C00314","2025-10-29 01:33:00","8","109.09","Belgium"
"INV102087","C00233","2025-04-02 10:00:00","3","67.09","France"
"INV102088","C00213","2025-09-18 12:45:00","9","17.1","Portugal"
"INV102089","C00277","2025-12-30 09:57:00","8","76.17","Belgium"
"INV102090","C00432","2025-04-30 17:10:00","3","173.85","Netherlands"
"INV102091","C00429","2025-11-28 11:31:00","1","82.54","Portugal"
"INV102092","C00120","2025-02-27 11:28:00","2","3.35","France"
"INV102093","C00381","2025-01-25 17:52:00","2","146.27","United Kingdom"
"CINV102094","C00303","2025-06-15 23:28:00","2","9.32","France"
"INV102095","C00122","2025-12-16 04:01:00","6","6.2","Spain"
"INV102096","C00094","2026-01-03 14:44:00","1","130.06","France"
"INV102097","C00262","2026-01-21 03:20:00","4","77.84","Germany"
"INV102098","C00193","2025-08-20 11:58:00","1","101.86","Belgium"
"INV102099","C00436","2025-07-25 18:55:00","5","42.73","Germany"
"INV102100","C00317","2025-07-03 01:38:00","3","171.85","Belgium"
"INV102101","C00467","2025-09-24 02:55:00","3","77.15","France"
"INV102102","C00275","2025-03-28 10:33:00","2","5.52","Belgium"
"INV102103","C00266","2025-10-12 08:08:00","4","199.02","United Kingdom"
"INV102104","C00434","2025-07-07 16:14:00","5","43.61","EIRE"
"INV102105","C00112","2026-01-07 10:29:00","2","5.01","Germany"
"INV102106","C00442","2025-01-20 22:16:00","9","2.24","United Kingdom"
"INV102107","C00077","2025-09-14 01:19:00","8","99.05","France"
"INV102108","C00158","2025-06-11 15:42:00","1","94.82","Italy"
"INV102109","C00089","2025-12-30 01:36:00","4","13.45","Netherlands"
"INV102110","C00362","2025-03-09 04:38:00","4","156.74","Portugal"
"INV102111","C00289","2026-01-12 13:51:00","8","80.57","Germany"
"INV102112","C00269","2025-12-04 14:29:00","8","142.86","United Kingdom"
"INV102113","C00280","2025-05-24 22:35:00","6","113.06","Belgium"
"INV102114","C00293","2025-07-31 11:37:00","4","130.16","France"
"INV102115","C00032","2026-01-19 18:18:00","8","46.72","Italy"
"INV102116","C00354","2025-07-29 09:07:00","6","177.86","EIRE"
"INV102117","C00059","2025-08-12 08:58:00","7","115.51","Belgium"
"INV102118","C00110","2025-09-02 14:44:00","7","44.19","EIRE"
"INV102119","C00049","2026-03-20 23:05:00","7","40.23","United Kingdom"
"INV102120","C00376","2025-08-25 17:03:00","8","123.49","Italy"
"INV102121","C00070","2025-06-09 00:15:00","7","100.05","Portugal"
"INV102122","C00463","2025-03-16 18:43:00","7","3.3","Italy"
"INV102123","C00461","2025-05-17 19:16:00","9","129.81","Italy"
"INV102124","C00393","2025-07-30 06:31:00","8","181.69","Spain"
"INV102125","C00147","2025-07-07 07:48:00","2","197.92","Italy"
"INV102126","C00064","2026-02-05 02:57:00","6","161.26","Belgium"
"INV102127","C00216","2025-11-12 05:36:00","9","153.85","United Kingdom"
"INV102128","C00408","2026-01-22 08:16:00","2","89.81","France"
"INV102129","C00234","2026-03-17 09:44:00","4","3.32","Belgium"
"INV102130","C00344","2026-02-16 02:59:00","9","180.24","Belgium"
"INV102131","C00435","2025-04-22 14:34:00","5","177.57","Netherlands"
"INV102132","C00178","2025-04-04 09:54:00","1","187.06","Netherlands"
"INV102133","C00447","2026-02-21 19:26:00","6","126.04","Germany"
"INV102134","C00219","2026-03-21 22:27:00","3","92.35","Netherlands"
"INV102135","C00217","2025-12-05 11:30:00","6","41.77","Portugal"
"INV102136","C00274","2025-11-11 19:30:00","6","146.56","EIRE"
"INV102137","C00463","2025-01-04 21:17:00","5","103.98","EIRE"
"INV102138","C00028","2026-02-23 20:30:00","7","44.73","Spain"
"INV102139","C00394","2025-12-19 20:57:00","1","37.66","Belgium"
"INV102140","C00035","2025-09-04 23:39:00","9","13.16","Netherlands"
"INV102141","C00216","2026-01-09 07:05:00","5","123.86","Italy"
"INV102142","C00426","2026-02-13 11:40:00","8","162.4","Spain"
"INV102143","C00168","2025-04-09 12:58:00","2","176.2","Portugal"
"INV102144","C00082","2025-01-04 16:28:00","6","52.62","Germany"
"INV102145","C00304","2025-12-10 18:17:00","5","15.38","EIRE"
"INV102146","C00201","2025-10-11 09:36:00","5","15.96","Germany"
"CINV102147","C00008","2025-09-30 01:40:00","2","133.94","EIRE"
"INV102148","C00184","2025-08-25 17:00:00","9","14.15","Portugal"
"INV102149","C00031","2025-02-11 20:25:00","4","122.85","Germany"
"INV102150","C00159","2025-01-01 06:54:00","7","164.43","Portugal"
"INV102151","C00493","2025-05-11 23:49:00","9","90.19","Portugal"
"INV102152","C00013","2025-12-25 13:51:00","5","101.62","Germany"
"INV102153","C00136","2025-11-25 07:14:00","2","119.05","EIRE"
"INV102154","C00492","2025-05-13 20:09:00","3","187.06","Italy"
"INV102155","C00012","2025-01-20 07:51:00","7","93.31","Italy"
"INV102156","C00087","2025-12-19 07:55:00","4","137.07","EIRE"
"INV102157","C00323","2025-05-18 08:08:00","6","25","United Kingdom"
"INV102158","C00085","2025-09-24 08:57:00","8","64.6","Spain"
"INV102159","C00017","2025-08-03 05:46:00","8","51.69","Italy"
"INV102160","C00324","2025-05-31 18:27:00","6","135.87","France"
"INV102161","C00383","2026-03-27 02:39:00","6","177.74","EIRE"
"INV102162","C00038","2025-07-01 03:43:00","2","169.49","Italy"
"INV102163","C00154","2025-02-22 21:49:00","9","91.56","Belgium"
"INV102164","C00401","2025-10-31 18:45:00","5","136.2","Portugal"
"INV102165","C00484","2025-11-25 09:54:00","6","105.57","Italy"
"INV102166","C00398","2025-07-11 23:41:00","1","146.51","France"
"INV102167","C00006","2025-12-04 05:07:00","5","83.81","Italy"
"INV102168","C00346","2025-05-25 09:40:00","8","23.56","Belgium"
"INV102169","C00212","2025-09-11 21:17:00","5","101.67","Spain"
"INV102170","C00031","2025-04-09 04:48:00","5","181.63","United Kingdom"
"INV102171","C00254","2025-02-18 04:21:00","8","55.48","Portugal"
"INV102172","C00442","2026-03-22 09:12:00","8","114.79","Germany"
"INV102173","C00362","2025-08-26 16:27:00","8","195.67","Germany"
"INV102174","C00443","2025-11-20 11:00:00","2","94.29","Belgium"
"INV102175","C00038","2025-01-23 15:27:00","6","91.12","Belgium"
"INV102176","C00025","2026-03-01 15:01:00","2","153.85","EIRE"
"INV102177","C00305","2025-12-10 22:55:00","1","88.6","Portugal"
"INV102178","C00170","2026-03-31 14:27:00","1","76.9","France"
"INV102179","C00108","2025-12-01 04:47:00","4","24.1","Belgium"
"INV102180","C00171","2025-12-23 03:51:00","6","69.31","Belgium"
"INV102181","C00461","2025-05-06 22:36:00","2","94.56","Spain"
"INV102182","C00245","2025-01-06 22:02:00","5","87.19","Belgium"
"INV102183","C00354","2025-03-19 10:13:00","9","19.59","Belgium"
"INV102184","C00189","2025-02-03 17:00:00","8","114.2","Belgium"
"INV102185","C00124","2026-01-11 14:12:00","5","138.91","Portugal"
"INV102186","C00249","2025-08-28 02:59:00","7","175.93","Italy"
"INV102187","C00453","2026-02-21 06:38:00","4","156.67","Italy"
"INV102188","C00249","2025-04-07 06:34:00","9","86.18","Portugal"
"INV102189","C00440","2025-01-12 08:03:00","3","176.1","Italy"
"INV102190","C00002","2025-02-20 21:42:00","3","31.77","EIRE"
"INV102191","C00006","2025-09-04 10:49:00","7","56.7","Italy"
"INV102192","C00137","2025-09-10 17:54:00","5","126.17","Belgium"
"INV102193","C00497","2026-02-28 04:28:00","5","49.63","Italy"
"INV102194","C00315","2026-02-09 04:03:00","5","115.87","Spain"
"INV102195","C00473","2025-03-17 16:54:00","6","52.75","Netherlands"
"INV102196","C00046","2025-05-03 08:47:00","7","168.85","Portugal"
"INV102197","C00480","2026-03-31 12:03:00","6","25","EIRE"
"INV102198","C00471","2025-03-02 14:14:00","2","104.33","Netherlands"
"INV102199","C00450","2025-11-10 15:17:00","1","189.9","Germany"
"INV102200","C00496","2025-06-30 18:43:00","7","92.95","EIRE"
"INV102201","C00082","2025-12-28 11:07:00","5","161.68","Belgium"
"INV102202","C00410","2026-02-08 18:23:00","2","185.26","Belgium"
"INV102203","C00065","2025-12-13 09:47:00","8","181.57","United Kingdom"
"INV102204","C00398","2025-11-29 19:30:00","5","46.35","Portugal"
"INV102205","C00394","2025-08-20 07:13:00","5","39.27","Spain"
"INV102206","C00346","2025-10-29 11:18:00","3","70.81","Italy"
"INV102207","C00187","2025-11-20 02:37:00","6","87.91","Portugal"
"INV102208","C00439","2025-01-11 14:58:00","9","118.38","Germany"
"INV102209","C00211","2025-06-17 17:49:00","3","8.88","Belgium"
"INV102210","C00462","2025-07-25 23:16:00","1","52.81","Netherlands"
"INV102211","C00220","2025-06-26 04:27:00","5","199.61","Netherlands"
"INV102212","C00080","2025-10-15 12:40:00","8","18.73","Portugal"
"INV102213","C00465","2026-03-01 10:48:00","8","27.88","Portugal"
"CINV102214","C00050","2025-12-29 14:24:00","6","101.51","Germany"
"INV102215","C00360","2025-08-08 00:35:00","5","90.19","France"
"INV102216","C00390","2026-01-03 20:14:00","8","90.71","EIRE"
